,client_ip,client_ip_flat,resp_time,sess_class,sess_end,sess_id,sess_start,sess_time
7061,203.197.123.139,303297223239.0,0.15339,1.0,2015-07-22 09:03:39.466588,7062.0,2015-07-22 09:02:48.118766,1.00339
5662,122.160.20.8,222260120108.0,0.15339,1.0,2015-07-22 09:02:55.605437,5663.0,2015-07-22 09:02:03.978515,1.00339
3418,182.70.174.37,282170274137.0,0.06957699999999999,1.0,2015-07-22 09:02:07.825376,3419.0,2015-07-22 09:01:11.392926,1.0029103333333333
5676,122.176.188.109,222276288209.0,0.0024,1.0,2015-07-22 09:03:04.583354,5677.0,2015-07-22 09:02:04.520867,1.0024
7408,14.139.249.197,114239349297.0,0.0024,1.0,2015-07-22 09:03:59.767786,7409.0,2015-07-22 09:02:59.356637,1.0024
6107,119.226.77.150,219326177250.0,0.0023740000000000002,1.0,2015-07-22 09:03:17.545709,6108.0,2015-07-22 09:02:16.705461,1.002374
5537,111.93.199.178,211193299278.0,0.0023740000000000002,1.0,2015-07-22 09:03:00.755199,5538.0,2015-07-22 09:02:00.748868,1.002374
8513,115.248.129.50,215348229150.0,0.0023740000000000002,1.0,2015-07-22 09:04:36.307964,8514.0,2015-07-22 09:03:35.931728,1.002374
2285,122.164.86.196,222264186296.0,0.0023740000000000002,1.0,2015-07-22 09:01:52.048397,2286.0,2015-07-22 09:00:51.778728,1.002374
1535,66.232.234.49,166332334149.0,0.0023740000000000002,1.0,2015-07-22 09:01:41.407562,1536.0,2015-07-22 09:00:41.053999,1.002374
6981,120.63.242.12,220163342112.0,0.0023740000000000002,1.0,2015-07-22 09:03:45.931339,6982.0,2015-07-22 09:02:45.204355,1.002374
4090,122.161.109.252,222261209352.0,0.0019690000000000003,1.0,2015-07-22 09:02:24.625580,4091.0,2015-07-22 09:01:24.603639,1.001969
6351,117.242.169.215,217342269315.0,0.0011400000000000002,1.0,2015-07-22 09:03:22.897714,6352.0,2015-07-22 09:02:22.572293,1.00114
5204,49.201.97.169,149301197269.0,0.0010749999999999998,1.0,2015-07-22 09:02:51.111274,5205.0,2015-07-22 09:01:50.585322,1.001075
8448,103.17.80.255,203117180355.0,0.067111,1.0,2015-07-22 09:04:30.606757,8449.0,2015-07-22 09:03:33.952647,1.0004443333333333
6119,117.244.79.219,217344179319.0,0.015131,1.0,2015-07-22 09:03:16.486775,6120.0,2015-07-22 09:02:16.958013,0.9984643333333333
8354,182.69.151.7,282169251107.0,0.015131,1.0,2015-07-22 09:04:30.692020,8355.0,2015-07-22 09:03:30.720547,0.9984643333333333
7051,117.224.113.180,217324213280.0,0.015131,1.0,2015-07-22 09:03:46.715688,7052.0,2015-07-22 09:02:47.576635,0.9984643333333333
3213,182.70.120.171,282170220271.0,0.015131,1.0,2015-07-22 09:02:06.156928,3214.0,2015-07-22 09:01:06.856536,0.9984643333333333
4550,122.252.249.77,222352349177.0,0.015131,1.0,2015-07-22 09:02:33.855566,4551.0,2015-07-22 09:01:34.488667,0.9984643333333333
6373,112.133.237.202,212233337302.0,0.015131,1.0,2015-07-22 09:03:22.451336,6374.0,2015-07-22 09:02:23.149291,0.9984643333333333
3485,162.93.80.1,262193180101.0,0.16499899999999998,1.0,2015-07-22 09:02:02.998185,3486.0,2015-07-22 09:01:12.501226,0.9983323333333334
7972,112.79.39.141,212179139241.0,0.16499899999999998,1.0,2015-07-22 09:04:08.572601,7973.0,2015-07-22 09:03:17.716122,0.9983323333333334
256,122.181.9.82,222281109182.0,0.014262,1.0,2015-07-22 09:01:28.432096,257.0,2015-07-22 09:00:29.129848,0.9975953333333333
7551,101.222.169.164,201322269264.0,0.026619999999999998,1.0,2015-07-22 09:04:02.136801,7552.0,2015-07-22 09:03:03.617430,0.9932866666666667
5277,59.99.8.25,159199108125.0,0.008806000000000001,1.0,2015-07-22 09:02:52.620900,5278.0,2015-07-22 09:01:52.750780,0.9921393333333333
6286,103.251.60.98,203351160198.0,0.008203,1.0,2015-07-22 09:03:20.710950,6287.0,2015-07-22 09:02:21.124417,0.9915363333333332
3109,106.76.130.98,206176230198.0,0.07229599999999999,1.0,2015-07-22 09:02:00.495691,3110.0,2015-07-22 09:01:04.747217,0.9889626666666667
2495,106.196.41.211,206296141311.0,0.005037000000000001,1.0,2015-07-22 09:01:54.872389,2496.0,2015-07-22 09:00:54.931770,0.9883703333333332
8072,1.38.22.162,101138122262.0,0.021615,1.0,2015-07-22 09:04:19.831053,8073.0,2015-07-22 09:03:21.232074,0.9882816666666667
4073,101.222.167.93,201322267193.0,0.021615,1.0,2015-07-22 09:02:22.436141,4074.0,2015-07-22 09:01:24.257530,0.9882816666666667
7806,116.202.38.64,216302138164.0,0.021615,1.0,2015-07-22 09:04:10.527099,7807.0,2015-07-22 09:03:12.093843,0.9882816666666667
7482,117.206.211.1,217306311101.0,0.021615,1.0,2015-07-22 09:03:59.807457,7483.0,2015-07-22 09:03:01.733990,0.9882816666666667
1336,117.211.161.164,217311261264.0,0.021615,1.0,2015-07-22 09:01:37.164256,1337.0,2015-07-22 09:00:38.298000,0.9882816666666667
7925,110.172.154.113,210272254213.0,0.003948,1.0,2015-07-22 09:04:15.123317,7926.0,2015-07-22 09:03:15.856489,0.9872813333333332
3301,1.39.96.43,101139196143.0,0.15339,1.0,2015-07-22 09:01:59.093150,3302.0,2015-07-22 09:01:08.735199,0.9867233333333334
8793,101.2.96.207,201102196307.0,0.15339,1.0,2015-07-22 09:04:34.523336,8794.0,2015-07-22 09:03:44.510941,0.9867233333333334
8887,117.197.20.215,217297120315.0,0.15339,1.0,2015-07-22 09:04:38.091174,8888.0,2015-07-22 09:03:47.189603,0.9867233333333334
2707,49.205.10.221,149305110321.0,0.06957699999999999,1.0,2015-07-22 09:01:53.140802,2708.0,2015-07-22 09:00:57.834386,0.9862436666666666
5776,60.254.88.38,160354188138.0,0.0023740000000000002,1.0,2015-07-22 09:03:06.555975,5777.0,2015-07-22 09:02:07.551690,0.9857073333333333
7057,220.227.53.153,320327153253.0,0.0023740000000000002,1.0,2015-07-22 09:03:47.924631,7058.0,2015-07-22 09:02:47.949957,0.9857073333333333
6204,117.198.151.199,217298251299.0,0.0023740000000000002,1.0,2015-07-22 09:03:18.621599,6205.0,2015-07-22 09:02:19.277843,0.9857073333333333
3217,125.17.71.18,225117171118.0,0.0023740000000000002,1.0,2015-07-22 09:02:06.134337,3218.0,2015-07-22 09:01:06.986550,0.9857073333333333
7416,117.218.81.207,217318181307.0,0.0023740000000000002,1.0,2015-07-22 09:03:58.969534,7417.0,2015-07-22 09:02:59.569098,0.9857073333333333
3563,223.30.216.67,323130316167.0,0.0023740000000000002,1.0,2015-07-22 09:02:13.726184,3564.0,2015-07-22 09:01:14.189027,0.9857073333333333
4037,115.250.119.195,215350219295.0,0.0023740000000000002,1.0,2015-07-22 09:02:23.425334,4038.0,2015-07-22 09:01:23.468565,0.9857073333333333
8790,182.72.231.117,282172331217.0,0.018224,1.0,2015-07-22 09:04:43.223329,8791.0,2015-07-22 09:03:44.440604,0.9848906666666667
8552,117.253.231.113,217353331213.0,0.0011400000000000002,1.0,2015-07-22 09:04:36.079429,8553.0,2015-07-22 09:03:37.020104,0.9844733333333333
7905,49.248.25.90,149348125190.0,0.0010749999999999998,1.0,2015-07-22 09:04:15.137419,7906.0,2015-07-22 09:03:15.300931,0.9844083333333333
2020,101.212.65.5,201312165105.0,0.16499899999999998,1.0,2015-07-22 09:01:37.538923,2021.0,2015-07-22 09:00:48.131530,0.9816656666666667
5721,202.83.16.251,302183116351.0,0.16499899999999998,1.0,2015-07-22 09:02:55.721259,5722.0,2015-07-22 09:02:05.742926,0.9816656666666667
8274,45.116.189.109,145216289209.0,0.16499899999999998,1.0,2015-07-22 09:04:17.580860,8275.0,2015-07-22 09:03:27.765028,0.9816656666666667
4365,116.75.150.45,216175250145.0,0.16499899999999998,1.0,2015-07-22 09:02:19.345994,4366.0,2015-07-22 09:01:30.235785,0.9816656666666667
2961,103.21.161.192,203121261292.0,0.048134,1.0,2015-07-22 09:01:58.419030,2962.0,2015-07-22 09:01:02.246859,0.9814673333333334
24,113.19.192.166,213119292266.0,0.011831999999999999,1.0,2015-07-22 09:01:26.471172,25.0,2015-07-22 09:00:28.091662,0.9784986666666666
8758,115.118.223.184,215218323284.0,0.011114999999999998,1.0,2015-07-22 09:04:42.300765,8759.0,2015-07-22 09:03:43.521806,0.9777816666666667
8658,122.168.188.61,222268288161.0,0.011114999999999998,1.0,2015-07-22 09:04:39.632239,8659.0,2015-07-22 09:03:40.664046,0.9777816666666667
5139,117.201.165.202,217301265302.0,0.008806000000000001,1.0,2015-07-22 09:02:47.706360,5140.0,2015-07-22 09:01:49.254115,0.9754726666666667
5915,125.16.138.142,225116238242.0,0.008806000000000001,1.0,2015-07-22 09:03:10.283639,5916.0,2015-07-22 09:02:11.519788,0.9754726666666667
8443,59.88.17.7,159188117107.0,0.008806000000000001,1.0,2015-07-22 09:04:31.808333,8444.0,2015-07-22 09:03:33.580629,0.9754726666666667
8776,1.38.19.127,101138119227.0,0.008806000000000001,1.0,2015-07-22 09:04:42.292826,8777.0,2015-07-22 09:03:44.160375,0.9754726666666667
8113,117.207.123.213,217307223313.0,0.008203,1.0,2015-07-22 09:04:21.003080,8114.0,2015-07-22 09:03:22.716827,0.9748696666666666
7221,14.141.178.99,114241278199.0,0.008203,1.0,2015-07-22 09:03:52.345688,7222.0,2015-07-22 09:02:53.786551,0.9748696666666666
594,106.66.44.187,206166144287.0,0.008203,1.0,2015-07-22 09:01:29.732972,595.0,2015-07-22 09:00:31.393774,0.9748696666666666
1324,124.123.178.35,224223278135.0,0.008203,1.0,2015-07-22 09:01:37.123850,1325.0,2015-07-22 09:00:38.269175,0.9748696666666666
8532,14.139.223.151,114239323251.0,0.005901,1.0,2015-07-22 09:04:34.970290,8533.0,2015-07-22 09:03:36.510885,0.9725676666666667
4711,183.82.106.240,283182206340.0,0.021615,1.0,2015-07-22 09:02:35.546118,4712.0,2015-07-22 09:01:38.048936,0.971615
8000,107.167.113.142,207267213242.0,0.021615,1.0,2015-07-22 09:04:16.280380,8001.0,2015-07-22 09:03:18.829056,0.971615
2158,49.207.167.172,149307267272.0,0.021615,1.0,2015-07-22 09:01:47.331224,2159.0,2015-07-22 09:00:50.018367,0.971615
3276,14.142.47.198,114242147298.0,0.021615,1.0,2015-07-22 09:02:05.692817,3277.0,2015-07-22 09:01:08.062566,0.971615
8288,43.247.137.105,143347237205.0,0.003948,1.0,2015-07-22 09:04:26.695933,8289.0,2015-07-22 09:03:28.460661,0.9706146666666666
6035,122.173.231.51,222273331151.0,0.15339,1.0,2015-07-22 09:03:03.892598,6036.0,2015-07-22 09:02:14.766790,0.9700566666666667
7230,114.143.13.26,214243113126.0,0.15339,1.0,2015-07-22 09:03:43.032859,7231.0,2015-07-22 09:02:54.010048,0.9700566666666667
974,106.51.136.154,206151236254.0,0.0024,1.0,2015-07-22 09:01:33.280339,975.0,2015-07-22 09:00:34.621519,0.9690666666666666
7500,117.218.137.93,217318237193.0,0.0023740000000000002,1.0,2015-07-22 09:04:00.662717,7501.0,2015-07-22 09:03:02.182900,0.9690406666666667
8603,1.187.33.46,101287133146.0,0.0023740000000000002,1.0,2015-07-22 09:04:37.105194,8604.0,2015-07-22 09:03:38.699685,0.9690406666666667
7841,164.100.97.2,264200197102.0,0.0023740000000000002,1.0,2015-07-22 09:04:12.079565,7842.0,2015-07-22 09:03:13.348599,0.9690406666666667
6720,49.202.106.254,149302206354.0,0.0023740000000000002,1.0,2015-07-22 09:03:34.126746,6721.0,2015-07-22 09:02:35.496278,0.9690406666666667
2659,61.2.252.253,161102352353.0,0.0011400000000000002,1.0,2015-07-22 09:01:55.671943,2660.0,2015-07-22 09:00:57.196027,0.9678066666666667
2125,203.109.93.46,303209193146.0,0.0011400000000000002,1.0,2015-07-22 09:01:48.019942,2126.0,2015-07-22 09:00:49.454557,0.9678066666666667
6577,115.250.47.163,215350147263.0,0.0010749999999999998,1.0,2015-07-22 09:03:28.331507,6578.0,2015-07-22 09:02:29.615423,0.9677416666666667
7975,115.111.176.6,215211276106.0,0.0010749999999999998,1.0,2015-07-22 09:04:16.578534,7976.0,2015-07-22 09:03:17.755528,0.9677416666666667
3092,120.57.209.11,220157309111.0,0.0010749999999999998,1.0,2015-07-22 09:02:02.654406,3093.0,2015-07-22 09:01:04.411720,0.9677416666666667
1950,14.141.215.134,114241315234.0,0.033154,1.0,2015-07-22 09:01:43.304840,1951.0,2015-07-22 09:00:47.085982,0.9664873333333334
1569,1.39.13.90,101139113190.0,0.015131,1.0,2015-07-22 09:01:38.804155,1570.0,2015-07-22 09:00:41.427309,0.965131
8419,203.194.108.105,303294208205.0,0.015131,1.0,2015-07-22 09:04:30.356431,8420.0,2015-07-22 09:03:32.616003,0.965131
8809,83.110.79.30,183210179130.0,0.015131,1.0,2015-07-22 09:04:42.645002,8810.0,2015-07-22 09:03:44.891495,0.965131
8844,49.248.102.217,149348202317.0,0.015131,1.0,2015-07-22 09:04:43.377933,8845.0,2015-07-22 09:03:45.874437,0.965131
5943,122.178.184.243,222278284343.0,0.015131,1.0,2015-07-22 09:03:10.073148,5944.0,2015-07-22 09:02:12.591579,0.965131
4028,117.222.222.134,217322322234.0,0.16499899999999998,1.0,2015-07-22 09:02:11.877168,4029.0,2015-07-22 09:01:23.287714,0.964999
6246,27.97.212.241,127197312341.0,0.16499899999999998,1.0,2015-07-22 09:03:08.882077,6247.0,2015-07-22 09:02:20.186364,0.964999
2434,70.39.186.129,170139286229.0,0.16499899999999998,1.0,2015-07-22 09:01:42.747311,2435.0,2015-07-22 09:00:54.001935,0.964999
4798,103.17.86.122,203117186222.0,0.16499899999999998,1.0,2015-07-22 09:02:28.529924,4799.0,2015-07-22 09:01:40.379242,0.964999
1474,115.114.88.78,215214188178.0,0.011831999999999999,1.0,2015-07-22 09:01:37.598195,1475.0,2015-07-22 09:00:40.329481,0.9618319999999999
6419,123.239.175.185,223339275285.0,0.011831999999999999,1.0,2015-07-22 09:03:21.630185,6420.0,2015-07-22 09:02:24.490388,0.9618319999999999
2320,59.91.226.186,159191326286.0,0.011114999999999998,1.0,2015-07-22 09:01:49.638323,2321.0,2015-07-22 09:00:52.314819,0.9611149999999999
779,122.164.74.18,222264174118.0,0.008806000000000001,1.0,2015-07-22 09:01:30.227425,780.0,2015-07-22 09:00:32.883304,0.9588059999999999
4826,203.76.188.113,303176288213.0,0.008806000000000001,1.0,2015-07-22 09:02:38.553883,4827.0,2015-07-22 09:01:40.913290,0.9588059999999999
81,125.16.138.147,225116238247.0,0.008806000000000001,1.0,2015-07-22 09:01:25.797029,82.0,2015-07-22 09:00:28.260828,0.9588059999999999
7025,1.39.35.220,101139135320.0,0.041678,1.0,2015-07-22 09:03:41.969044,7026.0,2015-07-22 09:02:46.640367,0.9583446666666666
6988,101.221.79.231,201321179331.0,0.008203,1.0,2015-07-22 09:03:42.770437,6989.0,2015-07-22 09:02:45.145222,0.9582029999999999
8645,8.37.227.60,108137327160.0,0.021615,1.0,2015-07-22 09:04:36.660379,8646.0,2015-07-22 09:03:40.442238,0.9549483333333334
3512,120.57.195.215,220157295315.0,0.021615,1.0,2015-07-22 09:02:09.519783,3513.0,2015-07-22 09:01:13.160696,0.9549483333333334
8684,164.143.240.34,264243340134.0,0.021615,1.0,2015-07-22 09:04:38.488188,8685.0,2015-07-22 09:03:41.639207,0.9549483333333334
5073,14.140.0.166,114240100266.0,0.021615,1.0,2015-07-22 09:02:43.884500,5074.0,2015-07-22 09:01:47.270255,0.9549483333333334
2836,125.22.36.22,225122136122.0,0.021615,1.0,2015-07-22 09:01:56.920946,2837.0,2015-07-22 09:00:59.964716,0.9549483333333334
1165,182.72.252.238,282172352338.0,0.003948,1.0,2015-07-22 09:01:33.960441,1166.0,2015-07-22 09:00:36.507618,0.9539479999999999
8781,115.245.220.153,215345320253.0,0.15339,1.0,2015-07-22 09:04:32.276389,8782.0,2015-07-22 09:03:44.257342,0.9533900000000001
5972,165.254.246.31,265354346131.0,0.15339,1.0,2015-07-22 09:03:02.268714,5973.0,2015-07-22 09:02:13.475915,0.9533900000000001
2881,1.187.231.90,101287331190.0,0.15339,1.0,2015-07-22 09:01:49.252068,2882.0,2015-07-22 09:01:00.787258,0.9533900000000001
8437,203.193.137.44,303293237144.0,0.06957699999999999,1.0,2015-07-22 09:04:27.046949,8438.0,2015-07-22 09:03:33.480562,0.9529103333333333
2528,180.148.50.127,280248150227.0,0.0023740000000000002,1.0,2015-07-22 09:01:53.117385,2529.0,2015-07-22 09:00:55.270225,0.9523739999999999
4699,1.23.33.27,101123133127.0,0.0023740000000000002,1.0,2015-07-22 09:02:35.327297,4700.0,2015-07-22 09:01:37.682748,0.9523739999999999
8023,115.250.120.209,215350220309.0,0.0023740000000000002,1.0,2015-07-22 09:04:16.952576,8024.0,2015-07-22 09:03:19.792513,0.9523739999999999
7197,112.79.35.13,212179135113.0,0.0023740000000000002,1.0,2015-07-22 09:03:50.615839,7198.0,2015-07-22 09:02:52.897444,0.9523739999999999
2790,210.212.221.226,310312321326.0,0.0019690000000000003,1.0,2015-07-22 09:01:56.617155,2791.0,2015-07-22 09:00:59.286533,0.951969
1627,122.176.123.58,222276223158.0,0.0010749999999999998,1.0,2015-07-22 09:01:40.264886,1628.0,2015-07-22 09:00:42.291662,0.951075
1368,103.242.188.56,203342288156.0,0.0010749999999999998,1.0,2015-07-22 09:01:35.985989,1369.0,2015-07-22 09:00:38.871474,0.951075
3992,1.23.133.14,101123233114.0,0.0010749999999999998,1.0,2015-07-22 09:02:20.398497,3993.0,2015-07-22 09:01:22.588386,0.951075
8695,106.51.141.136,206151241236.0,0.0010749999999999998,1.0,2015-07-22 09:04:39.309137,8696.0,2015-07-22 09:03:41.902476,0.951075
829,194.0.236.90,294100336190.0,0.015131,1.0,2015-07-22 09:01:29.629811,830.0,2015-07-22 09:00:33.457849,0.9484643333333334
636,103.244.240.27,203344340127.0,0.16499899999999998,1.0,2015-07-22 09:01:19.021609,637.0,2015-07-22 09:00:31.694284,0.9483323333333333
1201,106.76.71.69,206176171169.0,0.16499899999999998,1.0,2015-07-22 09:01:24.380736,1202.0,2015-07-22 09:00:36.963674,0.9483323333333333
6401,116.203.68.82,216303168182.0,0.16499899999999998,1.0,2015-07-22 09:03:11.160403,6402.0,2015-07-22 09:02:23.892385,0.9483323333333333
8071,14.141.149.50,114241249150.0,0.16499899999999998,1.0,2015-07-22 09:04:08.242916,8072.0,2015-07-22 09:03:21.207648,0.9483323333333333
4305,202.67.5.150,302167105250.0,0.16499899999999998,1.0,2015-07-22 09:02:16.690025,4306.0,2015-07-22 09:01:28.709542,0.9483323333333333
2246,180.151.214.35,280251314135.0,0.16499899999999998,1.0,2015-07-22 09:01:38.216474,2247.0,2015-07-22 09:00:51.195264,0.9483323333333333
7135,122.167.140.211,222267240311.0,0.31425000000000003,1.0,2015-07-22 09:03:28.860697,7136.0,2015-07-22 09:02:50.719297,0.9475833333333333
8536,106.51.249.146,206151349246.0,0.011114999999999998,1.0,2015-07-22 09:04:33.205845,8537.0,2015-07-22 09:03:36.554374,0.9444483333333333
1432,117.237.13.128,217337113228.0,0.008806000000000001,1.0,2015-07-22 09:01:36.216687,1433.0,2015-07-22 09:00:39.580414,0.9421393333333333
3890,113.19.211.206,213119311306.0,0.008806000000000001,1.0,2015-07-22 09:02:16.993807,3891.0,2015-07-22 09:01:20.648154,0.9421393333333333
4542,106.76.165.113,206176265213.0,0.008203,1.0,2015-07-22 09:02:30.648318,4543.0,2015-07-22 09:01:34.168663,0.9415363333333333
8864,182.70.73.84,282170173184.0,0.008203,1.0,2015-07-22 09:04:43.152281,8865.0,2015-07-22 09:03:46.599990,0.9415363333333333
7860,117.208.136.114,217308236214.0,0.008203,1.0,2015-07-22 09:04:10.603721,7861.0,2015-07-22 09:03:13.985360,0.9415363333333333
1947,115.160.226.162,215260326262.0,0.07229599999999999,1.0,2015-07-22 09:01:39.116371,1948.0,2015-07-22 09:00:47.047985,0.9389626666666667
3453,183.82.227.222,283182327322.0,0.07229599999999999,1.0,2015-07-22 09:02:04.304282,3454.0,2015-07-22 09:01:11.973983,0.9389626666666667
8279,122.162.82.29,222262182129.0,0.021615,1.0,2015-07-22 09:04:23.796712,8280.0,2015-07-22 09:03:27.908086,0.9382816666666667
3720,119.235.55.107,219335155207.0,0.021615,1.0,2015-07-22 09:02:13.185464,3721.0,2015-07-22 09:01:17.324282,0.9382816666666667
7870,14.195.76.78,114295176178.0,0.021615,1.0,2015-07-22 09:04:09.858182,7871.0,2015-07-22 09:03:14.342758,0.9382816666666667
1276,122.178.147.20,222278247120.0,0.021615,1.0,2015-07-22 09:01:33.173409,1277.0,2015-07-22 09:00:37.737009,0.9382816666666667
6313,117.203.55.175,217303155275.0,0.021615,1.0,2015-07-22 09:03:16.773959,6314.0,2015-07-22 09:02:21.764920,0.9382816666666667
6537,206.29.176.52,306129276152.0,0.021615,1.0,2015-07-22 09:03:24.189607,6538.0,2015-07-22 09:02:28.415895,0.9382816666666667
7629,202.191.190.154,302291290254.0,0.021615,1.0,2015-07-22 09:04:01.697133,7630.0,2015-07-22 09:03:06.624020,0.9382816666666667
8141,182.66.21.118,282166121218.0,0.021615,1.0,2015-07-22 09:04:19.719381,8142.0,2015-07-22 09:03:23.789278,0.9382816666666667
8883,1.39.15.228,101139115328.0,0.021564,1.0,2015-07-22 09:04:42.569669,8884.0,2015-07-22 09:03:47.029293,0.9382306666666667
1086,117.198.237.42,217298337142.0,0.003948,1.0,2015-07-22 09:01:31.901719,1087.0,2015-07-22 09:00:35.729840,0.9372813333333333
4449,106.76.20.74,206176120174.0,0.15339,1.0,2015-07-22 09:02:19.765599,4450.0,2015-07-22 09:01:32.026691,0.9367233333333334
8251,125.17.164.241,225117264341.0,0.15339,1.0,2015-07-22 09:04:14.514714,8252.0,2015-07-22 09:03:27.164317,0.9367233333333334
251,49.202.116.168,149302216268.0,0.15339,1.0,2015-07-22 09:01:16.410829,252.0,2015-07-22 09:00:29.111846,0.9367233333333334
2327,103.25.170.25,203125270125.0,0.15339,1.0,2015-07-22 09:01:39.707535,2328.0,2015-07-22 09:00:52.443385,0.9367233333333334
627,117.206.196.241,217306296341.0,0.15339,1.0,2015-07-22 09:01:19.351766,628.0,2015-07-22 09:00:31.620336,0.9367233333333334
9098,101.222.165.239,201322265339.0,0.15339,1.0,2015-07-22 09:04:41.188876,9099.0,2015-07-22 09:03:53.230681,0.9367233333333334
49,123.236.56.238,223336156338.0,0.0023740000000000002,1.0,2015-07-22 09:01:24.622965,50.0,2015-07-22 09:00:28.160312,0.9357073333333333
3322,182.64.25.149,282164125249.0,0.018224,1.0,2015-07-22 09:02:04.795261,3323.0,2015-07-22 09:01:09.164060,0.9348906666666666
3704,115.117.83.101,215217183201.0,0.0010749999999999998,1.0,2015-07-22 09:02:13.199576,3705.0,2015-07-22 09:01:17.052677,0.9344083333333334
7853,117.202.61.227,217302161327.0,0.015131,1.0,2015-07-22 09:04:09.157886,7854.0,2015-07-22 09:03:13.754199,0.9317976666666666
7756,107.167.113.45,207267213145.0,0.015131,1.0,2015-07-22 09:04:06.094940,7757.0,2015-07-22 09:03:10.562531,0.9317976666666666
4790,8.37.224.181,108137324281.0,0.015131,1.0,2015-07-22 09:02:35.489913,4791.0,2015-07-22 09:01:40.157085,0.9317976666666666
7904,27.34.247.44,127134347144.0,0.015131,1.0,2015-07-22 09:04:10.430518,7905.0,2015-07-22 09:03:15.304232,0.9317976666666666
8708,1.39.14.107,101139114207.0,0.015131,1.0,2015-07-22 09:04:38.060466,8709.0,2015-07-22 09:03:42.274994,0.9317976666666666
8481,106.51.219.8,206151319108.0,0.015131,1.0,2015-07-22 09:04:30.435860,8482.0,2015-07-22 09:03:34.929732,0.9317976666666666
7807,106.78.116.68,206178216168.0,0.16499899999999998,1.0,2015-07-22 09:03:58.944831,7808.0,2015-07-22 09:03:12.230351,0.9316656666666667
1848,117.223.26.125,217323126225.0,0.16499899999999998,1.0,2015-07-22 09:01:32.016733,1849.0,2015-07-22 09:00:45.507088,0.9316656666666667
1061,103.243.11.36,203343111136.0,0.16499899999999998,1.0,2015-07-22 09:01:21.493396,1062.0,2015-07-22 09:00:35.456113,0.9316656666666667
8373,49.14.243.104,149114343204.0,0.16499899999999998,1.0,2015-07-22 09:04:17.783971,8374.0,2015-07-22 09:03:31.034194,0.9316656666666667
7581,8.37.226.253,108137326353.0,0.16499899999999998,1.0,2015-07-22 09:03:51.252909,7582.0,2015-07-22 09:03:04.860738,0.9316656666666667
2754,106.66.228.176,206166328276.0,0.010657,1.0,2015-07-22 09:01:54.333470,2755.0,2015-07-22 09:00:58.467949,0.9273236666666667
4435,122.181.132.130,222281232230.0,0.008806000000000001,1.0,2015-07-22 09:02:26.779633,4436.0,2015-07-22 09:01:31.609290,0.9254726666666666
2183,14.140.175.182,114240275282.0,0.008806000000000001,1.0,2015-07-22 09:01:46.050165,2184.0,2015-07-22 09:00:50.184906,0.9254726666666666
1981,122.166.209.71,222266309171.0,0.008806000000000001,1.0,2015-07-22 09:01:42.976473,1982.0,2015-07-22 09:00:47.621029,0.9254726666666666
8851,37.228.105.43,137328205143.0,0.008786000000000002,1.0,2015-07-22 09:04:42.043654,8852.0,2015-07-22 09:03:46.085639,0.9254526666666666
123,14.139.217.165,114239317265.0,0.008203,1.0,2015-07-22 09:01:24.058728,124.0,2015-07-22 09:00:28.425643,0.9248696666666666
7653,210.212.232.161,310312332261.0,0.008203,1.0,2015-07-22 09:04:03.188666,7654.0,2015-07-22 09:03:07.389814,0.9248696666666666
8622,175.101.68.67,275201168167.0,0.021615,1.0,2015-07-22 09:04:34.433484,8623.0,2015-07-22 09:03:39.490583,0.9216150000000001
1445,183.182.87.238,283282187338.0,0.021564,1.0,2015-07-22 09:01:33.956260,1446.0,2015-07-22 09:00:39.816347,0.921564
482,164.100.132.22,264200232122.0,0.021564,1.0,2015-07-22 09:01:24.747775,483.0,2015-07-22 09:00:30.591400,0.921564
1419,180.151.40.170,280251140270.0,0.003948,1.0,2015-07-22 09:01:35.515962,1420.0,2015-07-22 09:00:39.535827,0.9206146666666666
268,117.248.226.136,217348326236.0,0.15339,1.0,2015-07-22 09:01:16.111883,269.0,2015-07-22 09:00:29.161855,0.9200566666666667
3870,182.73.149.122,282173249222.0,0.15339,1.0,2015-07-22 09:02:06.822065,3871.0,2015-07-22 09:01:20.372553,0.9200566666666667
254,223.177.218.161,323277318261.0,0.15339,1.0,2015-07-22 09:01:15.956181,255.0,2015-07-22 09:00:29.126020,0.9200566666666667
5691,103.10.134.154,203110234254.0,0.15339,1.0,2015-07-22 09:02:51.135906,5692.0,2015-07-22 09:02:04.910969,0.9200566666666667
9079,117.211.68.156,217311168256.0,0.15339,1.0,2015-07-22 09:04:39.414734,9080.0,2015-07-22 09:03:52.627666,0.9200566666666667
1632,103.247.81.148,203347181248.0,0.15339,1.0,2015-07-22 09:01:28.742574,1633.0,2015-07-22 09:00:42.355479,0.9200566666666667
6146,101.212.68.27,201312168127.0,0.15339,1.0,2015-07-22 09:03:04.025590,6147.0,2015-07-22 09:02:17.740046,0.9200566666666667
8172,223.196.23.2,323296123102.0,0.0023740000000000002,1.0,2015-07-22 09:04:19.807652,8173.0,2015-07-22 09:03:24.568022,0.9190406666666666
2789,49.14.200.190,149114300290.0,0.0023740000000000002,1.0,2015-07-22 09:01:54.736179,2790.0,2015-07-22 09:00:59.330787,0.9190406666666666
5689,115.113.118.254,215213218354.0,0.0023740000000000002,1.0,2015-07-22 09:03:00.143240,5690.0,2015-07-22 09:02:04.874469,0.9190406666666666
